SEANCE;CODE_INDICE;LIB_INDICE;INDICE_JOUR    ;INDICE_VEILLE;VARIATION_VEILLE;INDICE_PLUS_HAUT;INDICE_PLUS_BAS
11/01/2024   ;905009    ;DISTRIBUTION      ;4630.184            ;4584.450            ;0.998               ;4719.522            ;4584.450            
11/01/2024   ;905013    ;BIENS CONSOMMATION;6672.578            ;6679.153            ;-0.098              ;7007.386            ;6672.578            
11/01/2024   ;905015    ;AGROALIMENT BOISSO;8232.195            ;8296.042            ;-0.770              ;8712.780            ;8232.195            
11/01/2024   ;905016    ;PROD MENAGER SOIN ;2111.773            ;2070.894            ;1.974               ;2165.760            ;2070.894            
11/01/2024   ;905017    ;INDUSTRIES        ;1581.864            ;1595.649            ;-0.864              ;1634.879            ;1581.864            
11/01/2024   ;905018    ;BATIM MATE CONSTRU;686.592             ;695.707             ;-1.310              ;716.699             ;686.592             
11/01/2024   ;905020    ;MATERIAUX DE BASE ;3770.824            ;3795.010            ;-0.637              ;3924.419            ;3770.824            
11/01/2024   ;905028    ;TUNINDEX20        ;3691.745            ;3695.266            ;-0.095              ;3802.654            ;3691.745            
12/01/2024   ;905001    ;TUNINDEX          ;8461.109            ;8434.086            ;0.320               ;8691.005            ;8425.591            
12/01/2024   ;905002    ;STES FINANCIERES  ;6373.399            ;6354.119            ;0.303               ;6495.221            ;6343.089            
12/01/2024   ;905003    ;BANQUES           ;5949.316            ;5937.177            ;0.204               ;6053.854            ;5937.177            
12/01/2024   ;905004    ;ASSURANCES        ;13188.555           ;12962.814           ;1.741               ;13901.307           ;12666.446           
12/01/2024   ;905005    ;SERVICES FINANCIER;9124.756            ;9092.050            ;0.360               ;9255.542            ;8965.786            
12/01/2024   ;905008    ;SERVICES AUX CONSO;2974.609            ;2938.875            ;1.216               ;2995.579            ;2909.846            
12/01/2024   ;905009    ;DISTRIBUTION      ;4686.484            ;4630.184            ;1.216               ;4719.522            ;4584.450            
12/01/2024   ;905013    ;BIENS CONSOMMATION;6678.504            ;6672.578            ;0.089               ;7007.386            ;6672.578            
12/01/2024   ;905015    ;AGROALIMENT BOISSO;8197.831            ;8232.195            ;-0.417              ;8712.780            ;8197.831            
12/01/2024   ;905016    ;PROD MENAGER SOIN ;2145.819            ;2111.773            ;1.612               ;2165.760            ;2070.894            
12/01/2024   ;905017    ;INDUSTRIES        ;1589.453            ;1581.864            ;0.480               ;1634.879            ;1581.864            
12/01/2024   ;905018    ;BATIM MATE CONSTRU;692.952             ;686.592             ;0.926               ;716.699             ;686.592             
12/01/2024   ;905020    ;MATERIAUX DE BASE ;3846.142            ;3770.824            ;1.997               ;3924.419            ;3770.824            
12/01/2024   ;905028    ;TUNINDEX20        ;3700.572            ;3691.745            ;0.239               ;3802.654            ;3691.745            
15/01/2024   ;905001    ;TUNINDEX          ;8446.163            ;8461.109            ;-0.177              ;8691.005            ;8425.591            
15/01/2024   ;905002    ;STES FINANCIERES  ;6387.000            ;6373.399            ;0.213               ;6495.221            ;6343.089            
15/01/2024   ;905003    ;BANQUES           ;5961.123            ;5949.316            ;0.198               ;6053.854            ;5937.177            
15/01/2024   ;905004    ;ASSURANCES        ;13231.552           ;13188.555           ;0.326               ;13901.307           ;12666.446           
15/01/2024   ;905005    ;SERVICES FINANCIER;9158.389            ;9124.756            ;0.369               ;9255.542            ;8965.786            
15/01/2024   ;905008    ;SERVICES AUX CONSO;2971.134            ;2974.609            ;-0.117              ;2995.579            ;2909.846            
15/01/2024   ;905009    ;DISTRIBUTION      ;4681.008            ;4686.484            ;-0.117              ;4719.522            ;4584.450            
15/01/2024   ;905013    ;BIENS CONSOMMATION;6607.830            ;6678.504            ;-1.058              ;7007.386            ;6607.830            
15/01/2024   ;905015    ;AGROALIMENT BOISSO;8084.189            ;8197.831            ;-1.386              ;8712.780            ;8084.189            
15/01/2024   ;905016    ;PROD MENAGER SOIN ;2143.543            ;2145.819            ;-0.106              ;2165.760            ;2070.894            
15/01/2024   ;905017    ;INDUSTRIES        ;1581.509            ;1589.453            ;-0.500              ;1634.879            ;1581.509            
15/01/2024   ;905018    ;BATIM MATE CONSTRU;687.039             ;692.952             ;-0.853              ;716.699             ;686.592             
15/01/2024   ;905020    ;MATERIAUX DE BASE ;3831.201            ;3846.142            ;-0.388              ;3924.419            ;3770.824            
15/01/2024   ;905028    ;TUNINDEX20        ;3692.314            ;3700.572            ;-0.223              ;3802.654            ;3691.745            
16/01/2024   ;905001    ;TUNINDEX          ;8445.765            ;8446.163            ;-0.005              ;8691.005            ;8425.591            
16/01/2024   ;905002    ;STES FINANCIERES  ;6402.090            ;6387.000            ;0.236               ;6495.221            ;6343.089            
16/01/2024   ;905003    ;BANQUES           ;5974.097            ;5961.123            ;0.218               ;6053.854            ;5937.177            
16/01/2024   ;905004    ;ASSURANCES        ;13253.462           ;13231.552           ;0.166               ;13901.307           ;12666.446           
16/01/2024   ;905005    ;SERVICES FINANCIER;9225.615            ;9158.389            ;0.734               ;9255.542            ;8965.786            
16/01/2024   ;905008    ;SERVICES AUX CONSO;2983.295            ;2971.134            ;0.409               ;2995.579            ;2909.846            
16/01/2024   ;905009    ;DISTRIBUTION      ;4700.168            ;4681.008            ;0.409               ;4719.522            ;4584.450            
16/01/2024   ;905013    ;BIENS CONSOMMATION;6562.223            ;6607.830            ;-0.690              ;7007.386            ;6562.223            
16/01/2024   ;905015    ;AGROALIMENT BOISSO;8021.195            ;8084.189            ;-0.779              ;8712.780            ;8021.195            
16/01/2024   ;905016    ;PROD MENAGER SOIN ;2133.352            ;2143.543            ;-0.475              ;2165.760            ;2070.894            
